-0.145,0.03989790609566436,-0.0135,1
-0.145,0.012897906095664362,-0.0135,1
---
-0.14499999999999993,-0.51610209390434,-0.0135,1
-0.14499999999999993,-0.54310209390434,-0.0135,1
---
-0.1672266079877037,0.02290106504109158,0.0225,1
-0.15989686734590114,0.043260092883819226,0.00055,1
-0.15953272169966795,0.043397906095664365,0,1
-0.13046727830033203,0.043397906095664365,0.00055,1
-0.1301031326540989,0.04326009288381927,0.0225,1
-0.1227891474544896,0.022802349226194132,-0.0002937080955645425,1
-0.1225,0.022461706886853776,0,1
-0.022133717954600816,0.022193045083736263,0.02219312459383617,1
-0.022133717954600785,-0.022193045083736256,0,1
-0.2611407945443436,-0.022832822415783192,0.00055,1
-0.26164048425802566,-0.022515803679256763,-0.005,1
-0.27116973399999994,-0.024633797252152027,-0.005,1
-0.2616404842580257,-0.026751790825047545,0.00055,1
-0.26114079454434364,-0.026434772088521144,0,1
-0.022133717954600802,-0.02707454942056778,0.022193124593836155,1
-0.022133717954600785,-0.07146063958804029,0,1
-0.2611407945443436,-0.07210041692008723,0.00055,1
-0.26164048425802566,-0.07178339818356079,-0.005,1
-0.27116973399999994,-0.07390139175645606,-0.005,1
-0.2616404842580257,-0.0760193853293516,0.00055,1
-0.26114079454434364,-0.07570236659282517,0,1
-0.022133717954600805,-0.07634214392487176,0.022193124593836155,1
-0.022133717954600785,-0.12072823409234427,0,1
-0.2611407945443436,-0.12136801142439121,0.00055,1
-0.26164048425802566,-0.12105099268786478,-0.005,1
-0.27116973399999994,-0.12316898626076003,-0.005,1
-0.2616404842580257,-0.12528697983365555,0.00055,1
-0.26114079454434364,-0.12496996109712916,0,1
-0.022133717954600805,-0.12560973842917575,0.022193124593836155,1
-0.022133717954600785,-0.16999582859664827,0,1
-0.2611407945443436,-0.17063560592869523,0.00055,1
-0.26164048425802566,-0.1703185871921688,-0.005,1
-0.271169734,-0.1724365807650639,-0.005,1
-0.2616404842580258,-0.17455457433795954,0.00055,1
-0.26114079454434364,-0.17423755560143311,0,1
-0.022133717954600805,-0.1748773329334797,0.022193124593836155,1
-0.022133717954600785,-0.21926342310095223,0,1
-0.2611407945443436,-0.21990320043299919,0.00055,1
-0.26164048425802566,-0.21958618169647273,-0.005,1
-0.27116973399999994,-0.22170417526936798,-0.005,1
-0.2616404842580257,-0.22382216884226352,0.00055,1
-0.26114079454434364,-0.2235051501057371,0,1
-0.022129489316698614,-0.22414493875705774,0.022188884606319455,1
5.551115123125783E-17,-0.24633374386846765,0,1
